Name,Year,Population total,Median Age,Total Housing Units,Vacant Housing Units,Occupied Housing Units,Real Median Income,Household size,Vacant units per person
"Isabela Municipio, Puerto Rico",2012,45567,38,18766,3853,14913,14570,3.05552202776,0.0845568064608
"Isabela Municipio, Puerto Rico",2015,44438,40,20400,5097,15303,15707,2.90387505718,0.114699131374
"Isabella County, Michigan",2009,66652,24.1,28703,3853,24850,36726,2.68217303823,0.0578077176979
"Isabella County, Michigan",2012,70186,25.3,28393,3641,24752,35927,2.83556884292,0.0518764425954
"Isabella County, Michigan",2015,70669,26.3,28482,3821,24661,39377,2.86561777706,0.0540689694208
"Isanti County, Minnesota",2009,38589,36.3,15546,1215,14331,57496,2.69269415951,0.0314856565342
"Isanti County, Minnesota",2012,38004,37.9,15369,1601,13768,58775,2.76031377106,0.0421271445111
"Isanti County, Minnesota",2015,38296,39.5,15408,1349,14059,59865,2.72394907177,0.0352256110299
"Island County, Washington",2009,80723,42.7,36712,5620,31092,56138,2.59626270423,0.0696208020019
"Island County, Washington",2012,78707,43.6,40084,6894,33190,59500,2.37140705032,0.0875906844372
"Island County, Washington",2015,79329,44,40594,7469,33125,58815,2.39483773585,0.0941522015908
"Isle of Wight County, Virginia",2009,34705,41.5,14434,679,13755,62573,2.52308251545,0.0195649041925
"Isle of Wight County, Virginia",2012,35240,43.7,14709,1124,13585,64491,2.59403754141,0.0318955732123
"Isle of Wight County, Virginia",2015,35740,44.5,15001,1232,13769,65741,2.59568596122,0.0344711807499
"Issaquena County, Mississippi",2009,2130,32.2,902,164,738,20250,2.88617886179,0.0769953051643
"Issaquena County, Mississippi",2012,1556,40.2,605,117,488,24474,3.18852459016,0.0751928020566
"Issaquena County, Mississippi",2015,1291,44.3,545,109,436,23491,2.96100917431,0.0844306738962
"Itasca County, Minnesota",2009,44364,44.4,27018,7620,19398,43396,2.28703990102,0.171760887206
"Itasca County, Minnesota",2012,45052,45.2,27037,8069,18968,46180,2.37515816111,0.17910414632
"Itasca County, Minnesota",2015,45354,45.9,27144,8179,18965,47761,2.39145794885,0.180336905234
"Itawamba County, Mississippi",2009,23006,38.6,10367,1252,9115,37660,2.52397147559,0.0544205859341
"Itawamba County, Mississippi",2012,23362,39.1,10138,1241,8897,36235,2.6258289311,0.0531204520161
"Itawamba County, Mississippi",2015,23451,39.3,10155,1320,8835,35004,2.65432937182,0.0562875783549
"Izard County, Arkansas",2009,13086,45.5,6936,1221,5715,32269,2.28976377953,0.093305823017
"Izard County, Arkansas",2012,13614,47.3,7216,1439,5777,31011,2.35658646356,0.105700014691
"Izard County, Arkansas",2015,13480,48.1,7209,1660,5549,32630,2.42926653451,0.123145400593
"Jack County, Texas",2009,8691,39.6,3757,765,2992,43409,2.9047459893,0.0880220918191
"Jack County, Texas",2012,9027,39.4,4069,1059,3010,43902,2.99900332226,0.117314722499
"Jack County, Texas",2015,8946,40.5,4101,1070,3031,50324,2.95150115473,0.119606528057
"Jackson County, Alabama",2009,52898,40.6,25218,3866,21352,35073,2.47742600225,0.0730840485463
"Jackson County, Alabama",2012,53279,41.4,24798,3601,21197,37059,2.51351606359,0.0675876048725
"Jackson County, Alabama",2015,52860,42.2,24758,4327,20431,37745,2.58724487299,0.0818577374196
"Jackson County, Arkansas",2009,17038,38.6,8169,1307,6862,28680,2.48294957738,0.0767108815589
"Jackson County, Arkansas",2012,17885,40.9,7624,1168,6456,31692,2.77029120198,0.065306122449
"Jackson County, Arkansas",2015,17597,41,7585,1246,6339,31261,2.77598990377,0.0708075240098
"Jackson County, Colorado",2009,1305,50.1,1095,471,624,32788,2.09134615385,0.36091954023
"Jackson County, Colorado",2012,1397,46.5,1158,539,619,45298,2.25686591276,0.385826771654
"Jackson County, Colorado",2015,1335,50.8,1262,646,616,46014,2.16720779221,0.483895131086
"Jackson County, Florida",2009,49618,38.7,20715,3404,17311,36442,2.86627000173,0.068604135596
"Jackson County, Florida",2012,49589,40.4,20980,4625,16355,38917,3.03203913176,0.0932666518784
"Jackson County, Florida",2015,48900,41,20880,4571,16309,35098,2.99834447238,0.0934764826176
"Jackson County, Georgia",2009,58644,35.8,23341,2531,20810,48114,2.81806823642,0.0431587204147
"Jackson County, Georgia",2012,60268,36.8,23749,2499,21250,53393,2.83614117647,0.041464790602
"Jackson County, Georgia",2015,61420,38.3,23756,2708,21048,53379,2.91809198024,0.0440898730055
"Jackson County, Illinois",2009,58526,26.2,28440,4078,24362,29493,2.40234791889,0.0696784335167
"Jackson County, Illinois",2012,59992,29.1,28542,5046,23496,32819,2.55328566565,0.0841112148286
"Jackson County, Illinois",2015,59534,30.1,28641,5251,23390,33871,2.54527575887,0.088201699869
"Jackson County, Indiana",2009,42131,37.2,18399,1256,17143,42525,2.45762118649,0.029811777551
"Jackson County, Indiana",2012,42414,38.5,18224,1488,16736,45883,2.53429732314,0.0350827556939
"Jackson County, Indiana",2015,43471,38.3,18432,1818,16614,47000,2.6165282292,0.0418209841043
"Jackson County, Iowa",2009,19892,42.7,9362,976,8386,43946,2.37204865252,0.049064950734
"Jackson County, Iowa",2012,19807,43.9,9400,986,8414,44854,2.35405276919,0.0497803806735
"Jackson County, Iowa",2015,19572,44.5,9429,996,8433,49028,2.32088224831,0.050889025138
"Jackson County, Kansas",2009,13346,40.3,5475,491,4984,51650,2.67776886035,0.036790049453
"Jackson County, Kansas",2012,13401,41.3,5761,376,5385,54710,2.48857938719,0.0280576076412
"Jackson County, Kansas",2015,13400,40.8,5764,483,5281,54077,2.53739822003,0.0360447761194
"Jackson County, Kentucky",2009,13399,37.4,6382,828,5554,26360,2.41249549874,0.0617956563923
"Jackson County, Kentucky",2012,13475,39,6513,774,5739,22213,2.34797002962,0.057439703154
"Jackson County, Kentucky",2015,13357,39.8,6520,974,5546,29826,2.40840245222,0.0729205659954
"Jackson County, Michigan",2009,161621,38.6,67880,7478,60402,47406,2.67575576968,0.0462687398296
"Jackson County, Michigan",2012,160257,39.5,69321,9372,59949,46572,2.6732222389,0.0584810647897
"Jackson County, Michigan",2015,159759,40.5,69121,8530,60591,46326,2.63667871466,0.0533929230904
"Jackson County, Minnesota",2009,10881,44.3,5192,531,4661,41797,2.33447757992,0.0488006617039
"Jackson County, Minnesota",2012,10273,44.4,4986,466,4520,49886,2.27278761062,0.0453616275674
"Jackson County, Minnesota",2015,10211,43.4,5005,651,4354,50574,2.34519981626,0.063754774263
"Jackson County, Mississippi",2009,131713,36.6,56430,8098,48332,47767,2.72517172888,0.0614821619734
"Jackson County, Mississippi",2012,139430,37,59811,9631,50180,49750,2.77859705062,0.0690740873557
"Jackson County, Mississippi",2015,140676,37.8,60889,10647,50242,48406,2.79996815413,0.0756845517359
"Jackson County, Missouri",2009,689651,36.1,308376,38861,269515,46516,2.55885943268,0.0563487909102
"Jackson County, Missouri",2012,672784,36.2,312247,41602,270645,47023,2.4858541632,0.0618355965659
"Jackson County, Missouri",2015,680905,36.5,314002,39517,274485,46869,2.48066378855,0.0580359962109
"Jackson County, North Carolina",2009,36447,37.1,23570,8246,15324,37672,2.37842599843,0.226246330288
"Jackson County, North Carolina",2012,39985,36.6,25848,10309,15539,36403,2.57320290881,0.257821683131
"Jackson County, North Carolina",2015,40812,36.8,26322,10366,15956,38015,2.55778390574,0.253993923356
"Jackson County, Ohio",2009,33342,38.8,14703,1507,13196,34128,2.52667474992,0.0451982484554
"Jackson County, Ohio",2012,33134,39.1,14572,1161,13411,36903,2.47065841473,0.0350395364278
"Jackson County, Ohio",2015,32854,39.5,14557,1576,12981,39460,2.53092982051,0.0479698058075
"Jackson County, Oklahoma",2009,25831,33.5,12543,2077,10466,40077,2.46808713931,0.0804072625915
"Jackson County, Oklahoma",2012,26275,34.3,12094,1616,10478,41563,2.50763504486,0.0615033301618
"Jackson County, Oklahoma",2015,26056,34.1,12145,1925,10220,41560,2.54951076321,0.073879336813
"Jackson County, Oregon",2009,198036,41.5,87221,5840,81381,44640,2.43344269547,0.0294895877517
"Jackson County, Oregon",2012,203613,42,90814,7444,83370,43664,2.44228139619,0.0365595516986
"Jackson County, Oregon",2015,208363,42.8,91782,8295,83487,44028,2.49575382994,0.0398103310089
"Jackson County, South Dakota",2009,2720,28.3,1192,261,931,32981,2.92158968851,0.0959558823529
"Jackson County, South Dakota",2012,3067,33.8,1201,169,1032,43967,2.97189922481,0.0551027062276
"Jackson County, South Dakota",2015,3237,30.5,1234,202,1032,45074,3.13662790698,0.0624034599938
"Jackson County, Tennessee",2009,10896,43.4,5436,989,4447,30844,2.45019114009,0.0907672540382
"Jackson County, Tennessee",2012,11526,44.5,5824,1294,4530,33363,2.54437086093,0.112267916016
"Jackson County, Tennessee",2015,11496,45.8,5820,1289,4531,31534,2.53718825866,0.112125956855
"Jackson County, Texas",2009,14121,39.5,6692,1571,5121,48509,2.75746924429,0.11125274414
"Jackson County, Texas",2012,14075,39,6588,1397,5191,47591,2.7114236178,0.0992539964476
"Jackson County, Texas",2015,14486,39,6591,1482,5109,54926,2.83538853005,0.102305674444
"Jackson County, West Virginia",2009,28140,41.2,12725,1474,11251,42662,2.50111101235,0.052380952381
"Jackson County, West Virginia",2012,29206,41.5,13269,1870,11399,41087,2.56215457496,0.0640279394645
"Jackson County, West Virginia",2015,29256,42.6,13259,2141,11118,41314,2.63140852671,0.0731815695926
"Jackson County, Wisconsin",2009,19775,39.8,8935,1190,7745,45484,2.55326016785,0.0601769911504
"Jackson County, Wisconsin",2012,20436,41.6,9693,1526,8167,43098,2.50226521366,0.0746721471912
"Jackson County, Wisconsin",2015,20543,42.2,9755,1795,7960,47851,2.58077889447,0.0873776955654
"Jackson Parish, Louisiana",2009,15111,40.7,7678,1740,5938,37536,2.54479622769,0.115147905499
"Jackson Parish, Louisiana",2012,16210,39.1,7670,1594,6076,38757,2.66787360105,0.0983343615052
"Jackson Parish, Louisiana",2015,16109,39.6,7729,1691,6038,38029,2.66793640278,0.104972375691
"James City County, Virginia",2009,60864,43.6,27638,2505,25133,71988,2.42167668006,0.0411573343849
"James City County, Virginia",2012,66939,44.9,29881,3302,26579,76767,2.51849204259,0.0493284931057
"James City County, Virginia",2015,70673,45.4,31392,3392,28000,75710,2.52403571429,0.0479956984987
"Jasper County, Georgia",2009,13588,36.7,6087,999,5088,42242,2.67059748428,0.0735207536061
"Jasper County, Georgia",2012,13786,37.7,6159,1058,5101,43768,2.7026073319,0.0767445234296
"Jasper County, Georgia",2015,13593,39.9,6215,1053,5162,42368,2.63328167377,0.0774663429706
"Jasper County, Illinois",2009,9645,42.4,4466,382,4084,45252,2.36165523996,0.0396060134785
"Jasper County, Illinois",2012,9707,42.7,4348,393,3955,48703,2.45436156764,0.0404862470382
"Jasper County, Illinois",2015,9635,42.9,4326,545,3781,54209,2.54826765406,0.0565646081993
"Jasper County, Indiana",2009,32197,37.7,12934,856,12078,53369,2.66575591985,0.0265863279188
"Jasper County, Indiana",2012,33369,38.3,13165,1048,12117,57801,2.75389948007,0.0314063951572
"Jasper County, Indiana",2015,33448,38.8,13302,1306,11996,55374,2.78826275425,0.039045682851
"Jasper County, Iowa",2009,36606,41.1,16225,1104,15121,47432,2.42087163547,0.0301589903295
"Jasper County, Iowa",2012,36823,41.7,16179,1364,14815,48746,2.48552143098,0.0370420661
"Jasper County, Iowa",2015,36726,42.2,16158,1721,14437,55033,2.54388030754,0.046860534771
"Jasper County, Mississippi",2009,17944,37.6,8085,1537,6548,29628,2.7403787416,0.0856553722693
"Jasper County, Mississippi",2012,17033,41.2,8206,1315,6891,30998,2.4717747787,0.0772030763811
"Jasper County, Mississippi",2015,16588,41.6,8220,1347,6873,31578,2.4135021097,0.0812032794791
"Jasper County, Missouri",2009,114756,34.4,49135,5510,43625,37294,2.63051002865,0.0480149186099
"Jasper County, Missouri",2012,116493,35.1,50618,5613,45005,39908,2.58844572825,0.0481831526358
"Jasper County, Missouri",2015,117184,35.5,51108,5589,45519,41811,2.57439750434,0.0476942244675
"Jasper County, South Carolina",2009,22250,35,8997,1744,7253,36288,3.06769612574,0.0783820224719
"Jasper County, South Carolina",2012,24792,35.5,10213,2134,8079,36504,3.06869662087,0.0860761535979
"Jasper County, South Carolina",2015,26549,36.5,10729,1634,9095,37141,2.91907641561,0.0615465742589
"Jasper County, Texas",2009,34431,39.5,16930,3369,13561,37020,2.53897205221,0.0978478696523
"Jasper County, Texas",2012,35703,40.3,16789,3067,13722,40603,2.60188019239,0.0859031453939
"Jasper County, Texas",2015,35768,40.6,16868,4558,12310,40820,2.90560519903,0.127432341758
"Jay County, Indiana",2009,21270,39,9392,1003,8389,38026,2.53546310645,0.0471556182417
"Jay County, Indiana",2012,21353,39.1,9224,1036,8188,40926,2.60784074255,0.0485177726783
"Jay County, Indiana",2015,21255,39.5,9202,1085,8117,41021,2.61857829247,0.0510468125147
"Jayuya Municipio, Puerto Rico",2009,18263,32,5437,662,4775,15830,3.82471204188,0.0362481520013
"Jayuya Municipio, Puerto Rico",2012,16600,33.7,5802,983,4819,17137,3.44469807014,0.0592168674699
"Jayuya Municipio, Puerto Rico",2015,15890,35.2,6249,1432,4817,16033,3.29873365165,0.0901195720579
"Jeff Davis County, Georgia",2009,13312,35.8,5705,787,4918,29932,2.70679137861,0.0591195913462
"Jeff Davis County, Georgia",2012,14972,35.7,6434,725,5709,35203,2.6225258364,0.0484237242853
"Jeff Davis County, Georgia",2015,14990,36.1,6421,1017,5404,36385,2.77387120651,0.0678452301534
"Jeff Davis County, Texas",2009,2192,48.5,1617,634,983,39550,2.22990844354,0.289233576642
"Jeff Davis County, Texas",2012,2319,50.2,1524,645,879,49375,2.63822525597,0.278137128072
"Jeff Davis County, Texas",2015,2232,53.1,1611,588,1023,50165,2.18181818182,0.263440860215
"Jefferson County, Alabama",2009,662212,36.8,307684,40009,267675,44718,2.47394041281,0.0604172077824
"Jefferson County, Alabama",2012,658464,37,301202,41947,259255,45415,2.53983144009,0.0637043179278
"Jefferson County, Alabama",2015,659026,37.4,303755,42826,260929,45610,2.52569089676,0.0649837790922
"Jefferson County, Arkansas",2009,79698,36.3,35755,5587,30168,35265,2.64180588703,0.0701021355617
"Jefferson County, Arkansas",2012,76836,37.2,33173,4966,28207,37561,2.72400467969,0.0646311624759
"Jefferson County, Arkansas",2015,73548,38.5,33161,5042,28119,36747,2.61559799424,0.0685538695818
"Jefferson County, Colorado",2009,529025,39.5,227196,11604,215592,65891,2.45382481725,0.0219346911772
"Jefferson County, Colorado",2012,536095,40.2,230125,11120,219005,68748,2.44786648707,0.0207425922644
"Jefferson County, Colorado",2015,552344,40.4,232477,9585,222892,70164,2.47807906968,0.0173533160494
"Jefferson County, Florida",2009,13933,43.3,5806,1067,4739,44011,2.94007174509,0.0765807794445
"Jefferson County, Florida",2012,14564,43.6,6588,1144,5444,41163,2.675238795,0.0785498489426
"Jefferson County, Florida",2015,14198,45.3,6602,1191,5411,43355,2.62391424875,0.083885054233
"Jefferson County, Georgia",2009,16480,37.4,7446,987,6459,29036,2.55147855705,0.059890776699
"Jefferson County, Georgia",2012,16817,38.1,7295,1115,6180,27612,2.721197411,0.0663019563537
"Jefferson County, Georgia",2015,16374,38.4,7258,1201,6057,26557,2.70331847449,0.073347990717
"Jefferson County, Idaho",2009,22892,29.8,7820,498,7322,50181,3.12646817809,0.0217543246549
"Jefferson County, Idaho",2012,25940,30.2,8681,590,8091,52980,3.20603139291,0.0227447956823
"Jefferson County, Idaho",2015,26792,31.1,8829,727,8102,51171,3.30683781782,0.0271349656614
"Jefferson County, Illinois",2009,40063,40.1,17622,1832,15790,40343,2.53723875871,0.045727978434
"Jefferson County, Illinois",2012,38908,40.5,16969,1791,15178,42272,2.56344709448,0.0460316644392
"Jefferson County, Illinois",2015,38578,40.7,16873,1596,15277,43247,2.52523401191,0.0413707294313
"Jefferson County, Indiana",2009,32628,39,14263,1642,12621,40704,2.58521511766,0.0503248743411
"Jefferson County, Indiana",2012,32501,40.5,14314,1677,12637,43395,2.57189206299,0.0515984123565
"Jefferson County, Indiana",2015,32453,40.7,14315,1621,12694,45718,2.55656215535,0.0499491572428
"Jefferson County, Iowa",2009,15496,44.6,7644,798,6846,39383,2.26351153959,0.0514971605576
"Jefferson County, Iowa",2012,16791,44,7595,751,6844,48411,2.45338983051,0.0447263414925
"Jefferson County, Iowa",2015,17318,42.5,7557,644,6913,42899,2.50513525242,0.037186742118
"Jefferson County, Kansas",2009,18380,42.1,8204,658,7546,56593,2.43572753777,0.0357997823721
"Jefferson County, Kansas",2012,19036,42.9,8156,701,7455,58434,2.55345405768,0.0368249632276
"Jefferson County, Kansas",2015,18898,43.5,8210,668,7542,57236,2.50570140546,0.0353476558366
"Jefferson County, Kentucky",2009,711317,37.3,328118,32984,295134,45440,2.41014928812,0.046370324342
"Jefferson County, Kentucky",2012,741285,37.8,337349,33434,303915,46701,2.43911949065,0.0451027607465
"Jefferson County, Kentucky",2015,755809,37.9,340132,33217,306915,48695,2.46260039425,0.0439489341884
"Jefferson County, Mississippi",2009,8971,38.2,4058,896,3162,21964,2.83712839975,0.0998773826775
"Jefferson County, Mississippi",2012,7743,38.6,3688,1110,2578,20281,3.00349107836,0.143355288648
"Jefferson County, Mississippi",2015,7586,34.8,3677,1132,2545,20743,2.98074656189,0.149222251516
"Jefferson County, Missouri",2009,215386,36.9,86350,6207,80143,56815,2.68752105611,0.028818029027
"Jefferson County, Missouri",2012,218628,37.7,87706,6547,81159,55743,2.69382323587,0.0299458440822
"Jefferson County, Missouri",2015,221577,38.6,88584,6594,81990,55348,2.70248810831,0.0297594064366
"Jefferson County, Montana",2009,11105,44.1,4201,544,3657,56294,3.03664205633,0.0489869428186
"Jefferson County, Montana",2012,11360,46.8,5018,469,4549,60459,2.49725214333,0.0412852112676
"Jefferson County, Montana",2015,11502,47.7,5047,574,4473,60842,2.57142857143,0.0499043644584
"Jefferson County, Nebraska",2009,7502,46.3,3989,650,3339,38797,2.2467804732,0.0866435617169
"Jefferson County, Nebraska",2012,7572,47,3920,644,3276,43407,2.31135531136,0.0850501848917
"Jefferson County, Nebraska",2015,7433,45.5,3902,543,3359,43008,2.21286097053,0.0730526032558
"Jefferson County, New York",2009,117595,33.6,57257,13319,43938,43447,2.676384906,0.113261618266
"Jefferson County, New York",2012,117011,32.3,57866,12704,45162,46549,2.59091714273,0.108570989052
"Jefferson County, New York",2015,118947,31.8,58536,14230,44306,49505,2.68467024782,0.119633113908
"Jefferson County, Ohio",2009,68762,43.8,33477,3996,29481,37097,2.33241748923,0.0581134929176
"Jefferson County, Ohio",2012,69343,43.9,32807,4199,28608,40115,2.42390240492,0.060554057367
"Jefferson County, Ohio",2015,68053,44.3,32604,4646,27958,41942,2.4341154589,0.0682703187222
